	molecule_chembl_id	units	IC50	canonical_smiles	pIC50	mols
0	CHEMBL93558	nM	217000.0	N[C@@H](CC1CCCCC1)C(=O)N1CCCCC1	2.6635402661514704	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61bd0>
1	CHEMBL443622	nM	41000.00000000003	C[C@H](N)C(=O)N1CCCC1	3.387216143280264	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63f40>
2	CHEMBL403882	nM	12971.337244495913	O=C([C@@H]1CCCN1)N1CCCC1	3.8870152492074634	<rdkit.Chem.rdchem.Mol object at 0x7f870fd610e0>
3	CHEMBL328795	nM	188000.00000000012	NC(=O)CC(N)C(=O)N1CCCC1	2.72584215073632	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61c40>
4	CHEMBL97674	nM	247000.0	NCCCCC(N)C(=O)N1CCCCC1	2.607303046740334	<rdkit.Chem.rdchem.Mol object at 0x7f870fd613f0>
5	CHEMBL317126	nM	14000.0	NC(Cc1ccc(O)cc1)C(=O)N1CCCC1	3.853871964321762	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61460>
6	CHEMBL383705	nM	4325.0605454425595	CC(C)[C@H](N)C(=O)N1CCCC1	4.364007808576609	<rdkit.Chem.rdchem.Mol object at 0x7f870fd636f0>
7	CHEMBL94955	nM	134900.0	NCCCCC(NC(=O)OCc1ccccc1)C(=O)N1CCCCC1	2.8699880503280957	<rdkit.Chem.rdchem.Mol object at 0x7f870fd60f90>
8	CHEMBL97180	nM	213000.00000000003	NC(Cc1c[nH]cn1)C(=O)N1CCCCC1	2.6716203965612624	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61700>
9	CHEMBL98008	nM	17000.00000000001	N[C@@H](CC1CCCCC1)C(=O)N1CCCC1	3.769551078621726	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61690>
10	CHEMBL317944	nM	23100.000000000004	NC(Cc1c[nH]cn1)C(=O)N1CCCC1	3.6363880201078556	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63760>
11	CHEMBL93507	nM	67000.00000000001	CCC(C)C(N)C(=O)N1CCCCC1	3.1739251972991736	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61620>
12	CHEMBL93931	nM	20999.999999999985	NC(Cc1ccccc1)C(=O)N1CCCC1	3.677780705266081	<rdkit.Chem.rdchem.Mol object at 0x7f870fd614d0>
13	CHEMBL97064	nM	190000.00000000012	NC(CO)C(=O)N1CCCC1	2.7212463990471707	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61a80>
14	CHEMBL503274	nM	3999.9999999999995	CC[C@H](C)[C@H](N)C(=O)N1CCCC1	4.3979400086720375	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61930>
15	CHEMBL499101	nM	122000.0000000001	N[C@@H](CC(=O)O)C(=O)N1CCCC1	2.9136401693252516	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61000>
16	CHEMBL328694	nM	39000.00000000002	NCCCCC(N)C(=O)N1CCCC1	3.4089353929735005	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61380>
17	CHEMBL305170	nM	26.2678510731274	CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O	6.580575454631372	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61540>
18	CHEMBL1790478	nM	190.0	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1B(O)O	5.721246399047171	<rdkit.Chem.rdchem.Mol object at 0x7f870fd60dd0>
19	CHEMBL66032	nM	11.0	CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.958607314841775	<rdkit.Chem.rdchem.Mol object at 0x7f870fd617e0>
20	CHEMBL63726	nM	95.0	NCCCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.022276394711152	<rdkit.Chem.rdchem.Mol object at 0x7f870fd612a0>
21	CHEMBL303131	nM	17000.0	N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1B(O)O	3.769551078621726	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61230>
22	CHEMBL292342	nM	250.0	O=C([C@@H]1CCN1)N1CCC[C@H]1B(O)O	5.6020599913279625	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61310>
23	CHEMBL63698	nM	44.0	CC(C)C[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.356547323513812	<rdkit.Chem.rdchem.Mol object at 0x7f870fd618c0>
24	CHEMBL291428	nM	63.0	N[C@H](C(=O)N1CCC[C@H]1B(O)O)c1ccccc1	6.200659450546418	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61850>
25	CHEMBL66189	nM	30000.0	CC(C)(N)C(=O)N1CCC[C@H]1B(O)O	3.5228787452803374	<rdkit.Chem.rdchem.Mol object at 0x7f870fd615b0>
26	CHEMBL1790483	nM	25.0	CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.6020599913279625	<rdkit.Chem.rdchem.Mol object at 0x7f870fd619a0>
27	CHEMBL67279	nM	15.351640295542447	CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.813845214112292	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61d20>
28	CHEMBL63860	nM	40.394397026130385	C[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.393678870270246	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61d90>
29	CHEMBL67089	nM	44.97941445275414	NCC(=O)N1CCC[C@H]1B(O)O	6.346986202559635	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61e00>
30	CHEMBL65406	nM	4000.0	CC(C)[C@@H](N)C(=O)N1CCC[C@@H]1B(O)O	4.3979400086720375	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61150>
31	CHEMBL304007	nM	32.0	N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1B(O)O	6.494850021680094	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61f50>
32	CHEMBL63652	nM	70.0	N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1B(O)O	6.154901959985743	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62030>
33	CHEMBL63406	nM	60.0	CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O	6.221848749616356	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61ee0>
34	CHEMBL63895	nM	159.05973720586871	O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O	5.798439739412091	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62110>
35	CHEMBL276884	nM	9100000.0	Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(F)(F)F)OCC(F)(F)F	1.0409586076789064	<rdkit.Chem.rdchem.Mol object at 0x7f870fd61fc0>
36	CHEMBL1182947	nM	28722.813232690107	O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1	3.541773025725038	<rdkit.Chem.rdchem.Mol object at 0x7f870fd621f0>
37	CHEMBL265344	nM	400.0	CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	5.3979400086720375	<rdkit.Chem.rdchem.Mol object at 0x7f870fd620a0>
38	CHEMBL9237	nM	47000.0	COP(=O)(Oc1ccccc1-c1ccccc1O)C1CCCN1C(=O)[C@@H]1CCCN1.Cl	3.3279021420642825	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62260>
39	CHEMBL9724	nM	31000.0	Cl.O=C([C@@H]1CCCN1)N1CCCC1P1(=O)Oc2ccccc2-c2ccccc2O1	3.5086383061657274	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62180>
40	CHEMBL9561	nM	22000.0	COc1ccc(OP(=O)(Oc2ccc(OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	3.657577319177794	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62340>
41	CHEMBL9238	nM	36.0	COC(=O)CCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	6.443697499232713	<rdkit.Chem.rdchem.Mol object at 0x7f870fd622d0>
42	CHEMBL9512	nM	500.0	Cl.NCC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CN)cc2)C2CCCN2C(=O)C2CCCN2)cc1	5.301029995663981	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62420>
43	CHEMBL269209	nM	600.0	C[C@H](N)C(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)[C@@H](C)N)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	5.221848749616356	<rdkit.Chem.rdchem.Mol object at 0x7f870fd623b0>
44	CHEMBL273851	nM	5000.0	Cl.O=C([C@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1	4.301029995663981	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62500>
45	CHEMBL268012	nM	1800000.0	Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl	1.7447274948966938	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62490>
46	CHEMBL9295	nM	30.0	CCCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	6.522878745280337	<rdkit.Chem.rdchem.Mol object at 0x7f870fd625e0>
47	CHEMBL269757	nM	700.0	Cl.O=C(CNC(=O)c1ccccc1)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)C2CCCN2C(=O)C2CCCN2)cc1	5.154901959985743	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62570>
48	CHEMBL9263	nM	800.0	CC(=O)Nc1cccc(OP(=O)(Oc2cccc(NC(C)=O)c2)C2CCCN2C(=O)C2CCCN2)c1.Cl	5.096910013008056	<rdkit.Chem.rdchem.Mol object at 0x7f870fd626c0>
49	CHEMBL9433	nM	400.0	CS(=O)(=O)Nc1ccc(OP(=O)(Oc2ccc(NS(C)(=O)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	5.3979400086720375	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62650>
50	CHEMBL9565	nM	190000.0	Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(O)cc1)Oc1ccc(O)cc1	2.721246399047171	<rdkit.Chem.rdchem.Mol object at 0x7f870fd627a0>
51	CHEMBL268527	nM	1400.0	COC(=O)C(Cc1ccc(OP(=O)(Oc2ccc(CC(NC(C)=O)C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1)NC(C)=O.Cl	4.853871964321762	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62730>
52	CHEMBL9408	nM	16.0	COC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	6.795880017344075	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62810>
53	CHEMBL430281	nM	2300.0	Cl.NC(=O)Nc1cccc(OP(=O)(OC2=CC=CC(NC(N)=O)C2)C2CCCN2C(=O)C2CCCN2)c1	4.638272163982407	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62880>
54	CHEMBL274829	nM	23.0	CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl	6.638272163982407	<rdkit.Chem.rdchem.Mol object at 0x7f870fd628f0>
55	CHEMBL9527	nM	5000.0	Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(NN2CCCC2)cc1)Oc1ccc(NN2CCCC2)cc1	4.301029995663981	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62960>
56	CHEMBL278393	nM	1158.2901260966705	N[C@H](C(=O)N1CCCC1)C1CCCCC1	4.936182645805998	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62a40>
57	CHEMBL98408	nM	1128.5778615914614	CC[C@H](C)[C@H](N)C(=O)N1CCSC1	4.947468473189641	<rdkit.Chem.rdchem.Mol object at 0x7f870fd629d0>
58	CHEMBL1682974	nM	33.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CC1	6.481486060122113	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62b20>
59	CHEMBL22359	nM	53.00000000000001	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1	6.275724130399211	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62ab0>
60	CHEMBL22679	nM	94.0	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1	6.026872146400302	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62c00>
61	CHEMBL3084936	nM	24.0	N#Cc1cccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)CC2)c1	6.619788758288394	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62b90>
62	CHEMBL3084942	nM	18.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CC1	6.7447274948966935	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62ce0>
63	CHEMBL3084949	nM	15.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1	6.823908740944319	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62c70>
64	CHEMBL3084939	nM	35.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(F)c(F)c2)CC1	6.455931955649724	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62dc0>
65	CHEMBL3084935	nM	23.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(I)cc2)CC1	6.638272163982407	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62d50>
66	CHEMBL3084943	nM	24.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)c(F)c2F)CC1	6.619788758288394	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62ea0>
67	CHEMBL3084954	nM	17.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(Cl)c(Cl)c2)CC1	6.769551078621726	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62e30>
68	CHEMBL3084937	nM	7.5	CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)CC2)cc1	7.1249387366083	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62f80>
69	CHEMBL3084938	nM	26.0	CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)CC2)cc1	6.585026652029182	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63060>
70	CHEMBL25437	nM	88.00000000000003	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1	6.055517327849831	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62f10>
71	CHEMBL278558	nM	190.0	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1	5.721246399047171	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63140>
72	CHEMBL23176	nM	24.999999999999996	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1	6.6020599913279625	<rdkit.Chem.rdchem.Mol object at 0x7f870fd62ff0>
73	CHEMBL3084940	nM	64.0	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cncc3ccccc23)CC1	6.1938200260161125	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63220>
74	CHEMBL3084946	nM	38.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(Cl)c(Cl)c2)CC1	6.42021640338319	<rdkit.Chem.rdchem.Mol object at 0x7f870fd630d0>
75	CHEMBL142703	nM	30.790791961494158	N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2	6.511579140584184	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63300>
76	CHEMBL3084947	nM	33.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(I)cc2)CC1	6.481486060122113	<rdkit.Chem.rdchem.Mol object at 0x7f870fd631b0>
77	CHEMBL77538	nM	13.833013997543786	N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1	6.859083183600729	<rdkit.Chem.rdchem.Mol object at 0x7f870fd633e0>
78	CHEMBL3084952	nM	17.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2cccc3ccccc23)CC1	6.769551078621726	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63290>
79	CHEMBL3084956	nM	9.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cnc3ccccc3c2)CC1	7.045757490560675	<rdkit.Chem.rdchem.Mol object at 0x7f870fd634c0>
80	CHEMBL23979	nM	88.99999999999999	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1	6.050609993355088	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63370>
81	CHEMBL3084948	nM	21.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc3ccccc3c2)CC1	6.6777807052660805	<rdkit.Chem.rdchem.Mol object at 0x7f870fd635a0>
82	CHEMBL3084955	nM	55.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1	6.259637310505756	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63450>
83	CHEMBL3084941	nM	98.0	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)c(F)c2F)CC1	6.008773924307505	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63680>
84	CHEMBL497992	nM	2.6	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2)CC1	7.585026652029182	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63530>
85	CHEMBL3084953	nM	10.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1	7.0	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63840>
86	CHEMBL3084944	nM	46.0	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1	6.337242168318426	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63610>
87	CHEMBL25211	nM	22.000000000000004	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1	6.657577319177793	<rdkit.Chem.rdchem.Mol object at 0x7f870fd638b0>
88	CHEMBL3084951	nM	20.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc3ccccc3c2)CC1	6.698970004336019	<rdkit.Chem.rdchem.Mol object at 0x7f870fd637d0>
89	CHEMBL3084945	nM	2700.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](N)CC1	4.568636235841013	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63990>
90	CHEMBL3084950	nM	29.0	N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc(Cl)c(Cl)c2)CC1	6.5376020021010435	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63920>
91	CHEMBL544475	nM	3400.0	CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl	4.468521082957745	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63a70>
92	CHEMBL543539	nM	948000.0	CCOC(=O)c1cnc(CN(C)C)c2cc(OC)c(OC)cc12.Cl	2.0231916626619335	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63a00>
93	CHEMBL543057	nM	277000.0	COc1cc2c(C=O)cnc(CN)c2cc1OC.Cl	2.5575202309355514	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63b50>
94	CHEMBL554880	nM	31800.0	COc1cc2c(CO)cnc(CN)c2cc1OC.Cl	3.4975728800155674	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63ae0>
95	CHEMBL539758	nM	51400.0	CCCNC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl	3.289036881004724	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63c30>
96	CHEMBL553407	nM	2300.0	CCOC(=O)Nc1cnc(CN)c2cc(OC)c(OC)cc12.Cl	4.638272163982407	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63bc0>
97	CHEMBL544474	nM	207000.0	CCOC(=O)c1cnc(CN)c2ccc(OC)cc12.Cl	2.684029654543082	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63d10>
98	CHEMBL544717	nM	4700.0	CCOC(=O)c1cnc(CN)c2cc(OC)c(OCC)cc12.Cl	4.327902142064283	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63ca0>
99	CHEMBL307636	nM	4.9188810799989735	N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1	7.308133676917094	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63df0>
100	CHEMBL543062	nM	8400.0	CCCOc1cc2c(CN)ncc(C(=O)OCC)c2cc1OC.Cl	4.075720713938118	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63d80>
101	CHEMBL554957	nM	103000.0	COc1cc2c(C(=O)O)cnc(CN)c2cc1OC.Cl	2.987162775294828	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63ed0>
102	CHEMBL289580	nM	746000.0	CCOC(=O)c1cnc(CCN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F	2.1272611725273314	<rdkit.Chem.rdchem.Mol object at 0x7f870fd63e60>
103	CHEMBL544950	nM	2400.0	CCOC(=O)c1cnc(CN)c2c(OC)ccc(OC)c12.Cl	4.619788758288394	<rdkit.Chem.rdchem.Mol object at 0x7f870f930040>
104	CHEMBL288207	nM	52600.0	CCOC(=O)CCc1cnc(CN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F	3.2790142558462607	<rdkit.Chem.rdchem.Mol object at 0x7f870f9300b0>
105	CHEMBL554683	nM	6700.0	CCOC(=O)c1cnc(CN)c2cc(OCC)c(OC)cc12.Cl	4.173925197299173	<rdkit.Chem.rdchem.Mol object at 0x7f870f930120>
106	CHEMBL554882	nM	170000.0	COc1cc2c(C(N)=O)cnc(CN)c2cc1OC.Cl	2.769551078621726	<rdkit.Chem.rdchem.Mol object at 0x7f870f930190>
107	CHEMBL41114	nM	18000.0	CCOC(=O)/C=C/c1cnc(CN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F	3.744727494896694	<rdkit.Chem.rdchem.Mol object at 0x7f870f930200>
108	CHEMBL554682	nM	731000.0	CCOC(=O)c1cnc(CNC)c2cc(OC)c(OC)cc12.Cl	2.1360826230421397	<rdkit.Chem.rdchem.Mol object at 0x7f870f930270>
109	CHEMBL544478	nM	14000.0	CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12.Cl	3.853871964321762	<rdkit.Chem.rdchem.Mol object at 0x7f870f9302e0>
110	CHEMBL544241	nM	17000.0	CCOC(=O)Cc1cnc(CN)c2cc(OC)c(OC)cc12.Cl	3.769551078621726	<rdkit.Chem.rdchem.Mol object at 0x7f870f930350>
111	CHEMBL539500	nM	18000.0	CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)c(OC)c12.Cl	3.744727494896694	<rdkit.Chem.rdchem.Mol object at 0x7f870f9303c0>
112	CHEMBL555560	nM	320.0	CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12.Cl	5.494850021680094	<rdkit.Chem.rdchem.Mol object at 0x7f870f930430>
113	CHEMBL77539	nM	8.469826116072875	N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc([N+](=O)[O-])cn1	7.0721255055612895	<rdkit.Chem.rdchem.Mol object at 0x7f870f9304a0>
114	CHEMBL539243	nM	1100.0	CCOC(=O)c1cnc(CN)c2c(OC)c(OC)c(OC)cc12.Cl	4.958607314841775	<rdkit.Chem.rdchem.Mol object at 0x7f870f930510>
115	CHEMBL283880	nM	87900.0	Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O	3.0560111249262283	<rdkit.Chem.rdchem.Mol object at 0x7f870f930580>
116	CHEMBL151999	nM	30400.0	CC(C)c1cccc(C(C)C)c1N1C(=O)c2c(F)c(F)c(F)c(F)c2C1=S	3.517126416391246	<rdkit.Chem.rdchem.Mol object at 0x7f870f9305f0>
117	CHEMBL313952	nM	65900.0	CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O	3.1811145854059903	<rdkit.Chem.rdchem.Mol object at 0x7f870f930660>
118	CHEMBL315471	nM	60100.0	Cc1cccc(C)c1N1C(=O)c2cccc(N)c2C1=O	3.2211255279972604	<rdkit.Chem.rdchem.Mol object at 0x7f870f9306d0>
119	CHEMBL88474	nM	43600.0	CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc(O)c2C1=O	3.360513510731414	<rdkit.Chem.rdchem.Mol object at 0x7f870f930740>
120	CHEMBL90558	nM	251200.0	CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(N)cc2C1=O	2.5999803649348414	<rdkit.Chem.rdchem.Mol object at 0x7f870f9307b0>
121	CHEMBL345319	nM	225700.0	CSc1ccccc1N1C(=O)c2cccc(O)c2C1=O	2.646468440922238	<rdkit.Chem.rdchem.Mol object at 0x7f870f930820>
122	CHEMBL88953	nM	43300.0	CCc1cccc(CC)c1N1C(=O)c2ccc(O)cc2C1=O	3.3635121036466344	<rdkit.Chem.rdchem.Mol object at 0x7f870f930890>
123	CHEMBL329471	nM	57800.0	CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=S	3.238072161579471	<rdkit.Chem.rdchem.Mol object at 0x7f870f930900>
124	CHEMBL151461	nM	88200.0	O=C(C1CCC[C@H]1B(O)O)[C@@H]1CCCN1	3.05453141486818	<rdkit.Chem.rdchem.Mol object at 0x7f870f930970>
125	CHEMBL153096	nM	43300.0	CCc1cccc(CC)c1N1C(=O)c2cccc(O)c2C1=O	3.3635121036466344	<rdkit.Chem.rdchem.Mol object at 0x7f870f9309e0>
126	CHEMBL424612	nM	74100.0	Cc1cccc(C)c1N1C(=O)c2ccc(O)cc2C1=O	3.1301817920206716	<rdkit.Chem.rdchem.Mol object at 0x7f870f930a50>
127	CHEMBL153037	nM	36700.0	CC(C)c1cccc(C(C)C)c1N1C(=S)c2c(F)c(F)c(F)c(F)c2C1=S	3.4353339357479107	<rdkit.Chem.rdchem.Mol object at 0x7f870f930ac0>
128	CHEMBL169758	nM	660.0	N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccc(I)cc2)C1	5.180456064458132	<rdkit.Chem.rdchem.Mol object at 0x7f870f930b30>
129	CHEMBL168986	nM	130.0	CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1	5.886056647693163	<rdkit.Chem.rdchem.Mol object at 0x7f870f930ba0>
