SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3892718",1098,Done,7.72,-3.10407,"glide_grid_1X70",-4.89367,-0.441571,-0.463877,-0,-0.286903,-31.0903,-17.7201,0.663447,-0.152227,-68.2409,-48.8105,4.85964
C/C=C/Cn1c(N2CCC[C@H]([NH3+])C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,"CHEMBL3893759",1099,Done,7.47,-5.9341,"glide_grid_1X70",-5.9366,0,-0.940638,-0,-1.04543,-32.7549,-17.2119,0.471073,-0.202088,-79.0916,-49.9667,2.78186
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)Nc3ccc(Cl)cc3)CC1)c(=O)n2C,"CHEMBL3896047",1100,Done,8.08,-5.98635,"glide_grid_1X70",-6.00115,-0.505451,-0.368874,-0,-0.258733,-37.6006,-20.9664,0.474163,-0.317272,-83.0309,-58.567,14.0876
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(Cl)cc3)CC1)c(=O)n2C,"CHEMBL3896047",1101,Done,6.65,-3.50803,"glide_grid_1X70",-5.70063,-0.805631,-0.56,-0,-0.208892,-41.6065,-15.8379,0.476842,-0.146943,-76.7817,-57.4443,13.2211
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)N(C)C)CC1)c(=O)n2C,"CHEMBL3897118",1102,Done,6.08,-5.40863,"glide_grid_1X70",-5.43943,-0.348631,-0.56462,-0,-0.640115,-28.7619,-17.9201,0.433704,-0.193654,-64.6042,-46.6821,12.5377
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)N(C)C)CC1)c(=O)n2C,"CHEMBL3897118",1103,Done,6.23,-2.98499,"glide_grid_1X70",-4.75229,-0.587647,-0.324928,-0,-0.238871,-36.0566,-14.727,0.621812,-0.210783,-61.3381,-50.7836,13.8381
CNC(=O)c1cccc(C(=O)Cn2c(=O)c3c(nc(N4CCC[C@@H]([NH3+])C4)n3CC=C(C)C)n(C)c2=O)c1,"CHEMBL3897624",1104,Done,4.29,-5.48936,"glide_grid_1X70",-5.49186,-0.0776683,-0.592464,-0,-1.01143,-33.6027,-15.449,0.387851,-0.200657,-70.6899,-49.0517,3.09366
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)Nc3ccc(C)cc3)CC1)c(=O)n2C,"CHEMBL3898220",1105,Done,4.43,-6.66506,"glide_grid_1X70",-6.67986,-1.2044,-0.32285,-0,-0.528981,-39.6784,-18.2688,0.371978,-0.271368,-84.0911,-57.9472,8.75426
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(C)cc3)CC1)c(=O)n2C,"CHEMBL3898220",1106,Done,5.36,-1.90464,"glide_grid_1X70",-4.09724,-0.410138,-0.4,-0,-0.241166,-29.543,-13.1891,0.53439,-0.124809,-54.7924,-42.7321,9.85764
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,"CHEMBL3899590",1107,Done,10.2,-5.13289,"glide_grid_1X70",-5.16179,-0.234653,-0.558474,-0,-0.662707,-31.5775,-15.706,0.418211,-0.189386,-67.064,-47.2835,3.51671
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC3CCCC3)CC1)c(=O)n2C,"CHEMBL3899590",1108,Done,7.47,-4.06379,"glide_grid_1X70",-5.86729,-1.35025,-0.4,-0,-0.47262,-39.7788,-13.9675,0.600811,-0.161173,-75.0789,-53.7463,8.63579
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3901674",1109,Done,9.84,-5.82128,"glide_grid_1X70",-5.82378,-0.691057,-0.879673,-0,-0.748375,-32.8135,-14.641,0.491706,-0.159557,-70.8455,-47.4545,5.46016
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCC1CCN(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3902771",1110,Done,7.25,-5.50812,"glide_grid_1X70",-5.51062,-0.422296,-0.4,-0,-1.10925,-31.5072,-15.3952,0.464413,-0.158843,-67.7095,-46.9024,4.59053
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CC(=O)c1ccccc1NC(=O)C(C)C)c(=O)n2C,"CHEMBL3903674",1111,Done,7.31,-7.07318,"glide_grid_1X70",-7.07568,-1.23003,-0.463177,-0,-0.740835,-42.5525,-19.7808,0.606646,-0.153541,-90.3069,-62.3333,10.5976
CC#CCn1c(N2CC[NH2+]CC2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3909049",1112,Done,6.29,-5.50401,"glide_grid_1X70",-5.56031,-0.63174,-0.591663,-0,-0.680313,-29.6403,-16.8504,0.486206,-0.133229,-64.3582,-46.4907,9.24862
CC#CCn1c(N2CC[NH2+]CC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3909049",1113,Done,7.34,-3.58561,"glide_grid_1X70",-5.40191,-0.154962,-0.784848,-0,-0.898194,-28.0565,-16.6764,0.487957,-0.147585,-64.9201,-44.7329,6.35431
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)OC)CC1)c(=O)n2C,"CHEMBL3910158",1115,Done,7.2,-5.17749,"glide_grid_1X70",-5.20709,-0.558059,-0.489036,-0,-0.433714,-33.9841,-16.7405,0.649466,-0.165462,-68.5956,-50.7247,8.57457
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC)CC1)c(=O)n2C,"CHEMBL3910158",1116,Done,5.94,-3.47342,"glide_grid_1X70",-5.26302,-0.137521,-0.983409,-0,-0.539774,-24.3502,-17.8654,0.456306,-0.161298,-58.8256,-42.2156,9.84762
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)Nc3ccc(F)cc3)CC1)c(=O)n2C,"CHEMBL3915044",1119,Done,7.58,-7.08306,"glide_grid_1X70",-7.09786,-0.681941,-0.544632,-0,-0.603738,-36.9805,-22.7,0.363847,-0.377375,-88.4853,-59.6805,14.1876
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCN1CCC(C(=O)Nc3ccc(F)cc3)CC1)c(=O)n2C,"CHEMBL3915044",1120,Done,6.82,-2.92201,"glide_grid_1X70",-5.11461,-0.502373,-0.425705,-0,-0.359924,-40.6926,-14.3145,0.522711,-0.167504,-70.9018,-55.0071,13.9533
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C(F)F)cc3ccccc13)c(=O)n2C,"CHEMBL3917354",1121,Done,4.75,-5.21556,"glide_grid_1X70",-5.21806,-0.00176443,-0.557967,-0,-0.813886,-33.6031,-15.2076,0.395838,-0.278983,-69.7782,-48.8108,3.92578
[NH3+][C@@H]1Cc2c(ccc3ccc(Br)cc23)O[C@H]1c1cc(F)c(F)cc1F,"CHEMBL3919178",1122,Done,1.14,-6.22592,"glide_grid_1X70",-6.41382,-0.914225,-0.311723,-0,-2.00841,-32.2433,-9.8268,0.0823005,-0.175568,-66.3301,-42.0701,0.389439
N[C@@H]1Cc2c(ccc3ccc(Br)cc23)O[C@H]1c1cc(F)c(F)cc1F,"CHEMBL3919178",1123,Done,1.01,-4.14644,"glide_grid_1X70",-4.91844,-0.86863,-0.452605,-0,-1.44264,-29.313,-4.87851,0.118096,-0.0752318,-45.391,-34.1915,0.196651
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCC[NH+]1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3920718",1124,Done,10.12,-5.47761,"glide_grid_1X70",-5.50011,-0.325866,-0.692804,-0,-0.226151,-33.7529,-20.2021,0.700037,-0.237374,-76.9606,-53.9549,9.53189
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,"CHEMBL3920718",1125,Done,7.26,-3.39811,"glide_grid_1X70",-5.34801,-1.11978,-0.408085,-0,-0.708306,-34.8223,-11.6119,0.491706,-0.120635,-65.4628,-46.4343,5.9251
CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(CCC[NH+]1CCC(C(=O)Nc3ccc(Br)cc3)CC1)c(=O)n2C,"CHEMBL3924059",1126,Done,7.45,-6.44005,"glide_grid_1X70",-6.45485,-0.946362,-0.670633,-0,-0.148827,-36.087,-20.1218,0.369083,-0.235485,-89.5392,-56.2089,8.48231
