SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
CC(C)c1cccc(C(C)C)c1N1C(=S)c2c(F)c(F)c(F)c(F)c2C1=S,"CHEMBL153037",28,"INVALID ATOM(S), ETC.",0.06,,,,,,,,,,,,,,
CS(=O)(=O)[N-]c1cccc(NC(=O)C[N@H+]2CCN(C(=O)C[C@H]([NH3+])Cc3ccccc3F)[C@H](Cc3ccccc3)C2)c1,"CHEMBL183207",38,"NO POSES STORED FOR LIGAND",10.54,,,,,,,,,,,,,,
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2c(F)c(F)c(F)c(F)c2F)cc1)C(=O)[O-],"CHEMBL183289",40,"NO POSES STORED FOR LIGAND",15.57,,,,,,,,,,,,,,
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(C(F)(F)F)cc2F)cc1)C(=O)[O-],"CHEMBL184177",50,"NO POSES STORED FOR LIGAND",16.06,,,,,,,,,,,,,,
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(Cl)ccc2F)cc1)C(=O)[O-],"CHEMBL184527",55,"NO POSES STORED FOR LIGAND",15.57,,,,,,,,,,,,,,
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(C(F)(F)F)ccc2F)cc1)C(=O)[O-],"CHEMBL184630",59,"NO POSES STORED FOR LIGAND",18.88,,,,,,,,,,,,,,
COC(=O)Cc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2ccccc2F)cc1,"CHEMBL185244",67,"NO POSES STORED FOR LIGAND",14.15,,,,,,,,,,,,,,
COc1cc(OC)cc(-c2nc(-c3ccc(Cl)cc3Cl)c(CN(C)C)c(N(C)C)n2)c1,"CHEMBL186877",80,"INVALID ATOM(S), ETC.",0.15,,,,,,,,,,,,,,
COc1cc(OC)cc(-c2nc(-c3ccc(Cl)cc3Cl)c(C[NH+](C)C)c(N(C)C)n2)c1,"CHEMBL186877",81,"NO GOOD POSES FOUND",0.11,,,,,,,,,,,,,,
C[NH+](C)C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL189046",98,"NO POSES STORED FOR LIGAND",7.22,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL190217",108,"NO POSES STORED FOR LIGAND",3.16,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H]([NH3+])C(=O)N1CCSC1,"CHEMBL190863",119,"NO POSES STORED FOR LIGAND",3.34,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL191067",128,"NO POSES STORED FOR LIGAND",3.2,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nncn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL207348",166,"NO POSES STORED FOR LIGAND",3.17,,,,,,,,,,,,,,
Cc1c(-c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc2ncnn12,"CHEMBL209111",172,"NO POSES STORED FOR LIGAND",3.34,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccn3ncnc3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL210999",186,"NO POSES STORED FOR LIGAND",3.06,,,,,,,,,,,,,,
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"CHEMBL221542",198,"NO GOOD POSES FOUND",0.22,,,,,,,,,,,,,,
Cc1ccc(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(O[C@H](C(=O)[O-])C(C)C)cc1,"CHEMBL230839",204,"NO POSES STORED FOR LIGAND",16.89,,,,,,,,,,,,,,
N[C@H]1CN(c2ccc3ncnc(C4CC4)c3n2)CC[C@@H]1c1cc(F)c(F)cc1F,"CHEMBL231295",208,"NO POSES STORED FOR LIGAND",2.38,,,,,,,,,,,,,,
CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2)cc1,"CHEMBL235766",218,"NO POSES STORED FOR LIGAND",26.85,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(NS(=O)(=O)c2ccccc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL245772",223,"NO POSES STORED FOR LIGAND",6.14,,,,,,,,,,,,,,
CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2)cc1,"CHEMBL265344",262,"NO POSES STORED FOR LIGAND",5.99,,,,,,,,,,,,,,
O=C([C@@H]1CCC[NH2+]1)N1CCC[C@H]1P(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,"CHEMBL268012",263,"NO POSES STORED FOR LIGAND",9.21,,,,,,,,,,,,,,
O=C([C@@H]1CCCN1)N1CCC[C@H]1P(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,"CHEMBL268012",264,"NO GOOD POSES FOUND",0.59,,,,,,,,,,,,,,
COC(=O)[C@H](Cc1ccc(OP(=O)(Oc2ccc(C[C@H](NC(C)=O)C(=O)OC)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCC[NH2+]2)cc1)NC(C)=O,"CHEMBL268527",265,"NO POSES STORED FOR LIGAND",16.83,,,,,,,,,,,,,,
COC(=O)[C@H](Cc1ccc(OP(=O)(Oc2ccc(C[C@H](NC(C)=O)C(=O)OC)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2)cc1)NC(C)=O,"CHEMBL268527",266,"NO POSES STORED FOR LIGAND",21.55,,,,,,,,,,,,,,
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,"CHEMBL269277",273,"NO GOOD POSES FOUND",0.13,,,,,,,,,,,,,,
O=C(CNC(=O)c1ccccc1)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCC[NH2+]2)cc1,"CHEMBL269757",274,"NO POSES STORED FOR LIGAND",21.41,,,,,,,,,,,,,,
O=C(CNC(=O)c1ccccc1)Nc1ccc(OP(=O)(Oc2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2)cc1,"CHEMBL269757",275,"NO POSES STORED FOR LIGAND",23.09,,,,,,,,,,,,,,
CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2)cc1,"CHEMBL274829",277,"NO POSES STORED FOR LIGAND",26.89,,,,,,,,,,,,,,
C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H]([NH3+])C(=O)N1CCC[C@H]1C(=O)N2,"CHEMBL277390",278,"NO POSES STORED FOR LIGAND",1.79,,,,,,,,,,,,,,
C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,"CHEMBL277390",279,"NO POSES STORED FOR LIGAND",1.8,,,,,,,,,,,,,,
C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCC[C@H]([NH3+])C(=O)N1CCC[C@H]1C(=O)N2,"CHEMBL302602",280,"NO POSES STORED FOR LIGAND",22.87,,,,,,,,,,,,,,
C[S+](C)Cc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,"CHEMBL302602",281,"NO POSES STORED FOR LIGAND",1.12,,,,,,,,,,,,,,
N[C@H]1CCCCNC(=O)CNC(=O)CNC(=O)c2cc(ccc2COc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,"CHEMBL305759",283,"NO POSES STORED FOR LIGAND",3.11,,,,,,,,,,,,,,
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccccc2C1=S,"CHEMBL329471",284,"INVALID ATOM(S), ETC.",0.06,,,,,,,,,,,,,,
CS(=O)(=O)[N-]c1cccc(NC(=O)C[N@H+]2CCN(C(=O)C[C@H]([NH3+])Cc3ccc(F)c(F)c3)[C@H](Cc3ccccc3)C2)c1,"CHEMBL360425",294,"NO POSES STORED FOR LIGAND",10.89,,,,,,,,,,,,,,
CS(=O)(=O)[N-]c1cccc(NC(=O)CN2CCN(C(=O)C[C@@H]([NH3+])Cc3ccccc3F)[C@@H](Cc3ccccc3)C2)c1,"CHEMBL362538",300,"NO POSES STORED FOR LIGAND",10.5,,,,,,,,,,,,,,
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2ccccc2)cc1)C(=O)[O-],"CHEMBL364101",311,"NO POSES STORED FOR LIGAND",14.47,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H]([NH3+])C(=O)N1CC(F)(F)C1,"CHEMBL364355",319,"NO POSES STORED FOR LIGAND",4.73,,,,,,,,,,,,,,
CCN(CC)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL364939",324,"NO POSES STORED FOR LIGAND",4.41,,,,,,,,,,,,,,
CC[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2ccccc2F)cc1)C(=O)[O-],"CHEMBL365010",327,"NO POSES STORED FOR LIGAND",13.31,,,,,,,,,,,,,,
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(OC(F)(F)F)c2)cc1)C(=O)[O-],"CHEMBL365280",331,"NO POSES STORED FOR LIGAND",16.57,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL377221",387,"NO POSES STORED FOR LIGAND",2.97,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nccn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL378673",391,"NO POSES STORED FOR LIGAND",3.03,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3[nH+]ccn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL378673",393,"NO POSES STORED FOR LIGAND",3.99,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc3[nH+]ccn3c2)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,"CHEMBL378673",394,"NO POSES STORED FOR LIGAND",4.69,,,,,,,,,,,,,,
CCN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL425558",440,"NO POSES STORED FOR LIGAND",4.07,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1,"CHEMBL429653",442,"NO POSES STORED FOR LIGAND",5.7,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H]([NH3+])C(=O)N3CC[C@H](F)C3)cc2)cc1,"CHEMBL429653",443,"NO POSES STORED FOR LIGAND",5.61,,,,,,,,,,,,,,
CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2)cc1,"CHEMBL439382",464,"NO POSES STORED FOR LIGAND",6.01,,,,,,,,,,,,,,
COC(=O)c1ccc(CNC(=O)[C@@H]2CC=NN2C(=O)C[C@H]([NH3+])Cc2cc(F)c(F)cc2F)cc1,"CHEMBL459882",479,"NO POSES STORED FOR LIGAND",6.7,,,,,,,,,,,,,,
COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)sc2c1,"CHEMBL471834",498,"NO POSES STORED FOR LIGAND",5.34,,,,,,,,,,,,,,
CCOC(=O)[C@H](Oc1ccc(NC(=O)[C@@H]2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,"CHEMBL479536",530,"NO POSES STORED FOR LIGAND",11.07,,,,,,,,,,,,,,
CC(C)(CNC(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,"CHEMBL488810",543,"NO POSES STORED FOR LIGAND",6.86,,,,,,,,,,,,,,
N[C@@H](CC(=O)N1N=CC[C@H]1C(=O)NCc1ccc(OCC(=O)[O-])cc1)Cc1cc(F)c(F)cc1F,"CHEMBL488908",546,"NO POSES STORED FOR LIGAND",11.59,,,,,,,,,,,,,,
N[C@@H](CC(=O)N1N=CC[C@H]1C(=O)NCc1cccc(OCC(=O)[O-])c1)Cc1cc(F)c(F)cc1F,"CHEMBL488909",548,"NO POSES STORED FOR LIGAND",14.68,,,,,,,,,,,,,,
CCOC(=O)COc1cccc(CNC(=O)[C@@H]2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c1,"CHEMBL518296",568,"NO POSES STORED FOR LIGAND",16.11,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2cccc(-[n+]3ccccc3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL541919",589,"NO POSES STORED FOR LIGAND",3.87,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2cccc(-[n+]3ccccc3)c2)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,"CHEMBL541919",590,"NO POSES STORED FOR LIGAND",2.51,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(-[n+]3ccccc3)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,"CHEMBL552503",597,"NO POSES STORED FOR LIGAND",2.54,,,,,,,,,,,,,,
CN(C)C(=O)[C@@H](c1ccc(-c2ccc(-[n+]3ccccc3)cc2)cc1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,"CHEMBL552503",598,"NO POSES STORED FOR LIGAND",3.95,,,,,,,,,,,,,,
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)[NH+](C)C)C(C)C)C(C)C)[C@@H](C)O,"CHEMBL567893",634,"GRID-ENERGY MIN FAILED",574.47,,,,,,,,,,,,,,
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O,"CHEMBL567893",635,"GRID-ENERGY MIN FAILED",574.4,,,,,,,,,,,,,,
CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H]([NH3+])C(=O)N1CCC[C@H]1C(=O)N2,"CHEMBL1160335",639,"NO POSES STORED FOR LIGAND",2.44,,,,,,,,,,,,,,
CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2,"CHEMBL1160335",640,"NO POSES STORED FOR LIGAND",2.61,,,,,,,,,,,,,,
C[C@H](Cc1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)C(F)=C1CCCC1,"CHEMBL1162974",641,"INVALID ATOM(S), ETC.",0.07,,,,,,,,,,,,,,
COc1cc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc(OC)c1OC,"CHEMBL1202085",644,"NO GOOD POSES FOUND",0.58,,,,,,,,,,,,,,
C[C@H](Oc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)[O-],"CHEMBL1683495",693,"NO POSES STORED FOR LIGAND",13.01,,,,,,,,,,,,,,
CCOC(=O)C(C)(C)Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,"CHEMBL1683503",705,"NO POSES STORED FOR LIGAND",14.68,,,,,,,,,,,,,,
CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)[O-],"CHEMBL1683504",707,"NO POSES STORED FOR LIGAND",15.92,,,,,,,,,,,,,,
CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,"CHEMBL1683505",709,"NO POSES STORED FOR LIGAND",18.64,,,,,,,,,,,,,,
CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,"CHEMBL1683507",713,"NO POSES STORED FOR LIGAND",18.34,,,,,,,,,,,,,,
CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)[O-],"CHEMBL1683508",715,"NO POSES STORED FOR LIGAND",16.1,,,,,,,,,,,,,,
CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,"CHEMBL1683641",717,"NO POSES STORED FOR LIGAND",14.35,,,,,,,,,,,,,,
CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,"CHEMBL1683642",719,"NO POSES STORED FOR LIGAND",18.5,,,,,,,,,,,,,,
CC(C)[C@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)[O-],"CHEMBL1683643",721,"NO POSES STORED FOR LIGAND",14.6,,,,,,,,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(C(C)=O)=CC[C@@H]32)C1,"CHEMBL1761683",748,"INVALID ATOM(S), ETC.",0.12,,,,,,,,,,,,,,
CC(=O)[C@H]1[C@@H]([NH2+]Cc2ccccc2)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"CHEMBL1761684",749,"NO POSES STORED FOR LIGAND",2.93,,,,,,,,,,,,,,
CC(=O)[C@H]1[C@@H](NCc2ccccc2)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,"CHEMBL1761684",750,"NO POSES STORED FOR LIGAND",2.93,,,,,,,,,,,,,,
COc1ccc(/C=C/C(=O)C2=CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)cc1OC,"CHEMBL1761685",751,"NO GOOD POSES FOUND",0.18,,,,,,,,,,,,,,
CCC[N@@H+]1[C@@H](c2ccc(OC)cc2)CC(=O)[C@H]2[C@@H]1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,"CHEMBL1761686",752,"GRID-ENERGY MIN FAILED",0.68,,,,,,,,,,,,,,
CCCN1[C@@H](c2ccc(OC)cc2)CC(=O)[C@H]2[C@@H]1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,"CHEMBL1761686",753,"NO GOOD POSES FOUND",0.47,,,,,,,,,,,,,,
CCC[N@@H+]1[C@@H](c2ccc(C(C)C)cc2)CC(=O)[C@H]2[C@H]1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,"CHEMBL1761687",754,"GRID-ENERGY MIN FAILED",0.77,,,,,,,,,,,,,,
CCCN1[C@@H](c2ccc(C(C)C)cc2)CC(=O)[C@H]2[C@H]1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,"CHEMBL1761687",755,"NO GOOD POSES FOUND",0.45,,,,,,,,,,,,,,
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1c1cccc(CCc2cccc(C(F)(F)F)c2)c1,"CHEMBL1771583",757,"INVALID ATOM(S), ETC.",0.09,,,,,,,,,,,,,,
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1c1cccc(CCc2ccccc2C(F)(F)F)c1,"CHEMBL1771584",758,"INVALID ATOM(S), ETC.",0.06,,,,,,,,,,,,,,
Cc1nc2cc(-c3ccccc3)nn2c(C)c1C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N,"CHEMBL1929394",764,"NO POSES STORED FOR LIGAND",4.68,,,,,,,,,,,,,,
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,"CHEMBL1949693",766,"NO GOOD POSES FOUND",0.22,,,,,,,,,,,,,,
CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,"CHEMBL1951416",768,"NO GOOD POSES FOUND",0.21,,,,,,,,,,,,,,
COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCCNCC4)n3CC=C(C)C)n(C)c2=O)c1,"CHEMBL1951607",775,"NO GOOD POSES FOUND",0.5,,,,,,,,,,,,,,
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,"CHEMBL1951609",777,"NO GOOD POSES FOUND",0.23,,,,,,,,,,,,,,
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,"CHEMBL1951611",779,"NO GOOD POSES FOUND",0.25,,,,,,,,,,,,,,
CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,"CHEMBL1951614",781,"NO GOOD POSES FOUND",0.2,,,,,,,,,,,,,,
Cn1c(=O)c2c([nH+]c(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(C(=O)[O-])ccc21,"CHEMBL2147082",823,"NO POSES STORED FOR LIGAND",2.58,,,,,,,,,,,,,,
Cn1c(=O)c2c([nH+]c(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2c(C(=O)[O-])cccc21,"CHEMBL2147084",829,"NO POSES STORED FOR LIGAND",2.9,,,,,,,,,,,,,,
