,molecule_chembl_id,smiles,IC50,pIC50,molLogP,tpsa,MolWT,NumRotatableBonds,NumHDonors,NumHAcceptors,ro5_fulfilled
0,CHEMBL93558,N[C@@H](CC1CCCCC1)C(=O)N1CCCCC1,217000.0,2.6635402661514704,2.2966000000000006,46.330000000000005,238.3750000000002,4,1,2,True
1,CHEMBL443622,C[C@H](N)C(=O)N1CCCC1,41000.00000000003,3.387216143280264,-0.04400000000000004,46.330000000000005,142.2020000000001,3,1,2,True
2,CHEMBL403882,O=C([C@@H]1CCCN1)N1CCCC1,12971.337244495911,3.887015249207464,0.3608,32.34,168.24000000000015,1,1,2,True
3,CHEMBL328795,NC(=O)CC(N)C(=O)N1CCCC1,188000.0000000001,2.72584215073632,-1.1885000000000001,89.42,185.22700000000015,4,2,3,True
4,CHEMBL97674,NCCCCC(N)C(=O)N1CCCCC1,247000.0,2.607303046740334,0.45520000000000027,72.35,213.3250000000002,7,2,3,True
5,CHEMBL317126,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,14000.0,3.853871964321762,0.8843999999999999,66.56,234.29900000000012,5,2,3,True
6,CHEMBL383705,CC(C)[C@H](N)C(=O)N1CCCC1,4325.06054544256,4.364007808576609,0.5920999999999998,46.330000000000005,170.25600000000017,5,1,2,True
7,CHEMBL94955,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N1CCCCC1,134900.0,2.869988050328096,2.4229000000000003,84.65999999999998,347.4589999999995,9,2,4,True
8,CHEMBL97180,NC(Cc1c[nH]cn1)C(=O)N1CCCCC1,213000.00000000003,2.6716203965612624,0.29199999999999915,75.01,222.29200000000014,4,2,3,True
9,CHEMBL98008,N[C@@H](CC1CCCCC1)C(=O)N1CCCC1,17000.00000000001,3.769551078621726,1.9064999999999999,46.330000000000005,224.34800000000018,4,1,2,True
10,CHEMBL317944,NC(Cc1c[nH]cn1)C(=O)N1CCCC1,23100.000000000004,3.636388020107856,-0.09810000000000074,75.01,208.26500000000013,4,2,3,True
11,CHEMBL93507,CCC(C)C(N)C(=O)N1CCCCC1,67000.00000000001,3.1739251972991736,1.3722999999999999,46.330000000000005,198.3100000000002,6,1,2,True
12,CHEMBL93931,NC(Cc1ccccc1)C(=O)N1CCCC1,20999.999999999985,3.677780705266081,1.1787999999999998,46.330000000000005,218.30000000000013,4,1,2,True
13,CHEMBL97064,NC(CO)C(=O)N1CCCC1,190000.0000000001,2.7212463990471707,-1.0716,66.56,158.20100000000014,4,2,3,True
14,CHEMBL503274,CC[C@H](C)[C@H](N)C(=O)N1CCCC1,4000.0,4.3979400086720375,0.9821999999999999,46.330000000000005,184.2830000000002,6,1,2,True
15,CHEMBL499101,N[C@@H](CC(=O)O)C(=O)N1CCCC1,122000.0000000001,2.913640169325252,-0.5892000000000004,83.63000000000001,186.2110000000001,4,2,4,True
16,CHEMBL328694,NCCCCC(N)C(=O)N1CCCC1,39000.00000000002,3.4089353929735005,0.0651000000000006,72.35,199.29800000000017,7,2,3,True
17,CHEMBL305170,CC(C)[C@@H](N)C(=O)N1CCC[C@H]1B(O)O,26.2678510731274,6.580575454631372,-1.0272999999999988,86.79,214.07400000000018,8,3,4,True
18,CHEMBL1790478,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,190.0,5.721246399047171,-2.302499999999998,107.02000000000001,216.04600000000016,8,4,5,True
19,CHEMBL66032,CC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,11.0,6.958607314841775,-1.2732999999999988,86.79,200.04700000000017,7,3,4,True
20,CHEMBL63726,NCCCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,95.0,6.022276394711152,-1.5542999999999976,112.81,243.11600000000018,10,4,5,True
21,CHEMBL303131,N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1B(O)O,17000.0,3.769551078621726,-1.7174999999999991,115.47000000000001,252.08300000000014,7,4,5,True
22,CHEMBL292342,O=C([C@@H]1CCN1)N1CCC[C@H]1B(O)O,250.0,5.6020599913279625,-1.6486999999999996,72.80000000000001,198.03100000000015,4,3,4,True
23,CHEMBL63698,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,44.0,6.356547323513812,-0.637199999999999,86.79,228.1010000000002,9,3,4,True
24,CHEMBL291428,N[C@H](C(=O)N1CCC[C@H]1B(O)O)c1ccccc1,63.0,6.200659450546418,-0.31059999999999977,86.79,248.09100000000012,6,3,4,True
25,CHEMBL66189,CC(C)(N)C(=O)N1CCC[C@H]1B(O)O,30000.0,3.5228787452803374,-1.2732999999999988,86.79,200.04700000000017,7,3,4,True
26,CHEMBL1790483,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,25.0,6.6020599913279625,-0.637199999999999,86.79,228.1010000000002,9,3,4,True
27,CHEMBL67279,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,15.351640295542447,6.813845214112292,-1.0272999999999988,86.79,214.07400000000018,8,3,4,True
28,CHEMBL63860,C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,40.39439702613039,6.393678870270246,-1.663399999999999,86.79,186.02000000000012,6,3,4,True
29,CHEMBL67089,NCC(=O)N1CCC[C@H]1B(O)O,44.97941445275414,6.346986202559635,-2.051899999999999,86.79,171.9930000000001,5,3,4,True
30,CHEMBL65406,CC(C)[C@@H](N)C(=O)N1CCC[C@@H]1B(O)O,4000.0,4.3979400086720375,-1.0272999999999988,86.79,214.07400000000018,8,3,4,True
31,CHEMBL304007,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1B(O)O,32.0,6.494850021680094,-0.7350000000000002,107.02000000000001,278.1169999999996,8,4,5,True
32,CHEMBL63652,N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1B(O)O,70.0,6.154901959985743,-0.4406,86.79,262.11799999999994,7,3,4,True
33,CHEMBL63406,CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,60.0,6.221848749616356,-0.637199999999999,86.79,228.1010000000002,5,3,4,True
34,CHEMBL63895,O=C([C@@H]1CCCN1)N1CCC[C@H]1B(O)O,159.05973720586871,5.798439739412091,-1.2585999999999988,72.80000000000001,212.05800000000016,4,3,4,True
35,CHEMBL276884,Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(F)(F)F)OCC(F)(F)F,9100000.0,1.0409586076789064,3.4596000000000027,67.87,448.7279999999996,6,1,5,True
36,CHEMBL1182947,O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,28722.813232690107,3.541773025725038,4.038000000000003,67.87,400.41499999999974,6,1,5,True
37,CHEMBL9237,COP(=O)(Oc1ccccc1-c1ccccc1O)C1CCCN1C(=O)[C@@H]1CCCN1.Cl,47000.0,3.3279021420642825,4.3998000000000035,88.10000000000001,466.9019999999997,8,2,6,True
38,CHEMBL9724,Cl.O=C([C@@H]1CCCN1)N1CCCC1P1(=O)Oc2ccccc2-c2ccccc2O1,31000.0,3.508638306165728,4.4402000000000035,67.87,434.8599999999998,2,1,5,True
39,CHEMBL9561,COc1ccc(OP(=O)(Oc2ccc(OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl,22000.0,3.657577319177794,4.477000000000004,86.33000000000001,496.92799999999966,10,1,7,True
40,CHEMBL273851,Cl.O=C([C@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,5000.0,4.301029995663981,4.459800000000003,67.87,436.87599999999975,6,1,5,True
41,CHEMBL9565,Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(O)cc1)Oc1ccc(O)cc1,190000.0,2.721246399047171,3.871000000000002,108.33000000000001,468.8739999999998,8,3,7,True
42,CHEMBL278393,N[C@H](C(=O)N1CCCC1)C1CCCCC1,1158.2901260966703,4.936182645805998,1.516399999999999,46.330000000000005,210.32100000000017,3,1,2,True
43,CHEMBL98408,CC[C@H](C)[C@H](N)C(=O)N1CCSC1,1128.5778615914614,4.947468473189641,0.8927000000000002,46.330000000000005,202.32300000000018,6,1,3,True
44,CHEMBL1682974,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(OC(F)(F)F)cc2)CC1,33.0,6.481486060122113,2.7340000000000018,84.66000000000001,431.4799999999997,6,2,5,True
45,CHEMBL22359,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,53.00000000000001,6.275724130399211,2.1136,75.43,383.46399999999966,5,2,4,True
46,CHEMBL22679,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,94.0,6.026872146400302,2.4213000000000005,84.66000000000001,359.4699999999996,6,2,4,True
47,CHEMBL3084936,N#Cc1cccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)CC2)c1,24.0,6.619788758288394,1.2555799999999997,116.28999999999998,408.5489999999997,6,2,6,True
48,CHEMBL3084942,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc3ccccc3c2)CC1,18.0,6.7447274948966935,2.5371000000000006,92.5,433.59899999999976,6,2,5,True
49,CHEMBL3084949,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1,15.0,6.823908740944319,2.9886000000000017,75.43,397.5439999999997,5,2,4,True
50,CHEMBL3084939,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(F)c(F)c2)CC1,35.0,6.455931955649724,2.5053,87.46000000000001,398.47899999999964,5,3,4,True
51,CHEMBL3084943,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)c(F)c2F)CC1,24.0,6.619788758288394,1.8011999999999995,92.5,437.50899999999973,6,2,5,True
52,CHEMBL3084954,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(Cl)c(Cl)c2)CC1,17.0,6.769551078621726,3.533900000000002,87.46000000000001,431.3889999999997,5,3,4,True
53,CHEMBL3084937,CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCSC3)CC2)cc1,7.5,7.1249387366083,1.477400000000001,124.83999999999999,469.63299999999964,9,3,6,True
54,CHEMBL3084938,CN(C)C(=O)Nc1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)CC2)cc1,26.0,6.585026652029182,1.5669000000000008,124.83999999999999,451.5929999999996,9,3,5,True
55,CHEMBL25437,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,88.00000000000003,6.055517327849831,1.7515999999999994,92.5,401.47899999999964,6,2,4,True
56,CHEMBL278558,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,190.0,5.721246399047171,2.2031,75.43,365.4239999999996,5,2,3,True
57,CHEMBL23176,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,25.0,6.6020599913279625,2.3318000000000003,84.66000000000001,377.50999999999965,6,2,5,True
58,CHEMBL3084940,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cncc3ccccc23)CC1,64.0,6.1938200260161125,2.4731000000000005,88.32000000000001,380.4919999999996,5,2,4,True
59,CHEMBL3084946,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(Cl)c(Cl)c2)CC1,38.0,6.42021640338319,3.1422000000000017,75.43,416.3739999999997,5,2,4,True
60,CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,30.79079196149416,6.511579140584184,1.1742799999999989,76.36,303.4059999999995,4,2,4,True
61,CHEMBL3084947,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(I)cc2)CC1,33.0,6.481486060122113,2.4400000000000004,75.43,473.37999999999965,5,2,4,True
62,CHEMBL77538,N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,13.833013997543786,6.859083183600729,0.46935999999999933,104.83999999999999,298.3499999999996,6,2,6,True
63,CHEMBL3084952,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2cccc3ccccc23)CC1,17.0,6.769551078621726,3.485000000000002,84.66000000000001,427.5699999999997,6,2,5,True
64,CHEMBL3084956,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cnc3ccccc3c2)CC1,9.0,7.045757490560675,2.3836000000000004,88.32000000000001,398.5319999999997,5,2,5,True
65,CHEMBL23979,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,88.99999999999999,6.050609993355088,2.372,101.73,449.49499999999966,7,2,5,True
66,CHEMBL3084948,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc3ccccc3c2)CC1,21.0,6.6777807052660805,2.9886000000000017,75.43,397.5439999999997,5,2,4,True
67,CHEMBL3084955,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,55.0,6.259637310505756,3.125700000000001,96.69000000000001,446.49499999999966,6,3,5,True
68,CHEMBL3084941,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)c(F)c2F)CC1,98.0,6.008773924307505,1.8906999999999992,92.5,419.46899999999965,6,2,4,True
69,CHEMBL3084953,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1,10.0,7.0,2.8317000000000014,87.46000000000001,488.39499999999964,5,3,4,True
70,CHEMBL3084944,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1,46.0,6.337242168318426,3.078100000000002,75.43,379.50399999999956,5,2,3,True
71,CHEMBL25211,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,22.000000000000004,6.657577319177793,2.2824999999999998,101.73,467.53499999999974,7,2,6,True
72,CHEMBL3084951,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc3ccccc3c2)CC1,20.0,6.698970004336019,3.485000000000002,84.66000000000001,427.5699999999997,6,2,5,True
73,CHEMBL3084945,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](N)CC1,2700.0,4.568636235841013,0.36409999999999976,72.35000000000001,243.37600000000018,4,2,4,True
74,CHEMBL3084950,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)OCc2ccc(Cl)c(Cl)c2)CC1,29.0,6.537602002101044,3.638600000000003,84.66000000000001,446.39999999999975,6,2,5,True
75,CHEMBL544475,CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl,3400.0,4.468521082957745,2.309200000000001,83.67,326.7799999999997,9,1,6,True
76,CHEMBL543539,CCOC(=O)c1cnc(CN(C)C)c2cc(OC)c(OC)cc12.Cl,948000.0,2.023191662661933,2.912100000000002,60.89,354.83399999999966,11,0,6,True
77,CHEMBL543057,COc1cc2c(C=O)cnc(CN)c2cc1OC.Cl,277000.0,2.557520230935552,1.9449999999999998,74.44,282.7269999999997,7,1,5,True
78,CHEMBL554880,COc1cc2c(CO)cnc(CN)c2cc1OC.Cl,31800.0,3.4975728800155674,1.6247999999999998,77.60000000000001,284.74299999999965,8,2,5,True
79,CHEMBL539758,CCCNC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl,51400.0,3.289036881004724,2.2723,86.47000000000001,339.82299999999964,10,2,5,True
80,CHEMBL553407,CCOC(=O)Nc1cnc(CN)c2cc(OC)c(OC)cc12.Cl,2300.0,4.638272163982407,2.700900000000001,95.7,341.7949999999996,9,2,6,True
81,CHEMBL544474,CCOC(=O)c1cnc(CN)c2ccc(OC)cc12.Cl,207000.0,2.684029654543082,2.3006000000000006,74.44,296.7539999999996,7,1,5,True
82,CHEMBL544717,CCOC(=O)c1cnc(CN)c2cc(OC)c(OCC)cc12.Cl,4700.0,4.327902142064283,2.6993000000000014,83.67,340.8069999999996,10,1,6,True
83,CHEMBL307636,N#C[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1,4.9188810799989735,7.308133676917094,1.408579999999999,70.12,235.33100000000016,3,1,3,True
84,CHEMBL543062,CCCOc1cc2c(CN)ncc(C(=O)OCC)c2cc1OC.Cl,8400.0,4.075720713938118,3.0894000000000017,83.67000000000002,354.83399999999966,11,1,6,True
85,CHEMBL554957,COc1cc2c(C(=O)O)cnc(CN)c2cc1OC.Cl,103000.0,2.987162775294828,1.8306999999999998,94.67,298.7259999999997,7,2,6,True
86,CHEMBL289580,CCOC(=O)c1cnc(CCN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,746000.0,2.1272611725273314,2.5632,120.97000000000001,418.3679999999997,10,2,8,True
87,CHEMBL544950,CCOC(=O)c1cnc(CN)c2c(OC)ccc(OC)c12.Cl,2400.0,4.619788758288394,2.309200000000001,83.67,326.7799999999997,9,1,6,True
88,CHEMBL288207,CCOC(=O)CCc1cnc(CN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,52600.0,3.2790142558462607,2.8397000000000006,120.97000000000001,432.39499999999964,11,2,8,True
89,CHEMBL554683,CCOC(=O)c1cnc(CN)c2cc(OCC)c(OC)cc12.Cl,6700.0,4.173925197299173,2.6993000000000014,83.67,340.8069999999996,10,1,6,True
90,CHEMBL554882,COc1cc2c(C(N)=O)cnc(CN)c2cc1OC.Cl,170000.0,2.769551078621726,1.2314,100.46000000000001,297.7419999999997,7,2,5,True
91,CHEMBL41114,CCOC(=O)/C=C/c1cnc(CN)c2cc(OC)c(OC)cc12.O=C(O)C(F)(F)F,18000.0,3.744727494896694,2.920300000000001,120.97000000000001,430.3789999999997,10,2,8,True
92,CHEMBL554682,CCOC(=O)c1cnc(CNC)c2cc(OC)c(OC)cc12.Cl,731000.0,2.13608262304214,2.569900000000001,69.68,340.8069999999996,10,1,6,True
93,CHEMBL544478,CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12.Cl,14000.0,3.853871964321762,2.0062,94.67,312.75299999999964,8,2,6,True
94,CHEMBL544241,CCOC(=O)Cc1cnc(CN)c2cc(OC)c(OC)cc12.Cl,17000.0,3.769551078621726,2.2381000000000006,83.67,340.8069999999996,10,1,6,True
95,CHEMBL539500,CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)c(OC)c12.Cl,18000.0,3.744727494896694,2.3178000000000005,92.9,356.80599999999964,11,1,7,True
96,CHEMBL555560,CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12.Cl,320.0,5.494850021680094,2.309200000000001,83.67,326.7799999999997,9,1,6,True
97,CHEMBL77539,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc([N+](=O)[O-])cn1,8.469826116072875,7.0721255055612895,0.5058799999999997,124.19000000000001,318.3369999999997,7,2,7,True
98,CHEMBL539243,CCOC(=O)c1cnc(CN)c2c(OC)c(OC)c(OC)cc12.Cl,1100.0,4.958607314841775,2.3178000000000005,92.9,356.80599999999964,11,1,7,True
99,CHEMBL283880,Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O,87900.0,3.0560111249262283,2.6862400000000006,63.4,266.2999999999998,4,1,3,True
100,CHEMBL313952,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,65900.0,3.1811145854059903,4.439600000000004,57.61000000000001,323.39199999999965,8,1,3,True
101,CHEMBL315471,Cc1cccc(C)c1N1C(=O)c2cccc(N)c2C1=O,60100.0,3.2211255279972604,2.6862399999999997,63.4,266.2999999999998,4,1,3,True
102,CHEMBL88474,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc(O)c2C1=O,43600.0,3.360513510731414,4.439600000000004,57.61000000000001,323.39199999999965,8,1,3,True
103,CHEMBL90558,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(N)cc2C1=O,251200.0,2.5999803649348414,4.316200000000003,63.4,322.4079999999996,8,1,3,True
104,CHEMBL345319,CSc1ccccc1N1C(=O)c2cccc(O)c2C1=O,225700.0,2.646468440922238,2.914700000000002,57.61000000000001,285.3239999999998,4,1,4,True
105,CHEMBL88953,CCc1cccc(CC)c1N1C(=O)c2ccc(O)cc2C1=O,43300.0,3.3635121036466344,3.3176000000000014,57.61000000000001,295.3379999999996,6,1,3,True
106,CHEMBL151461,O=C(C1CCC[C@H]1B(O)O)[C@@H]1CCCN1,88200.0,3.05453141486818,-0.04940000000000028,69.56,211.07000000000014,5,3,4,True
107,CHEMBL153096,CCc1cccc(CC)c1N1C(=O)c2cccc(O)c2C1=O,43300.0,3.3635121036466344,3.3176000000000028,57.61000000000001,295.3379999999996,6,1,3,True
108,CHEMBL424612,Cc1cccc(C)c1N1C(=O)c2ccc(O)cc2C1=O,74100.0,3.130181792020672,2.809640000000001,57.61000000000001,267.28399999999976,4,1,3,True
109,CHEMBL169758,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,660.0,5.180456064458132,2.958100000000001,84.66,457.3119999999996,5,2,4,True
110,CHEMBL168986,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,130.0,5.886056647693163,0.48680000000000123,126.64,429.5639999999997,8,2,6,True
111,CHEMBL366751,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,550.0,5.259637310505756,1.9818999999999993,101.73,435.4679999999997,7,2,5,True
112,CHEMBL172276,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](OC(=O)Nc2ccc(I)cc2)C1,670.0,5.173925197299173,2.958100000000001,84.66,457.3119999999996,5,2,4,True
113,CHEMBL171033,COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,83.0,6.080921907623926,2.6627,93.89,393.5089999999996,7,2,6,True
114,CHEMBL439836,CS(=O)(=O)NCCS(=O)(=O)N[C@@H]1CC[C@@H]([C@H](N)C(=O)N2CCCC2)C1,71.0,6.1487416512809245,-1.4265999999999954,138.67000000000002,396.5349999999996,10,3,6,True
115,CHEMBL352343,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2ccc(Cl)c(Cl)c2)C1,280.0,5.552841968657781,3.570800000000002,84.66,418.3459999999997,5,2,5,True
116,CHEMBL169962,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,110.0,5.958607314841775,0.7815000000000005,129.79999999999998,395.4809999999997,7,3,6,True
117,CHEMBL352737,COc1ccc(NC(=O)O[C@H]2CCC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,480.0,5.318758762624412,2.7522,93.89,375.4689999999996,7,2,5,True
118,CHEMBL368156,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](O)C1,840.0,5.075720713938118,0.09709999999999958,66.56,212.29300000000015,4,2,3,True
119,CHEMBL171437,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,72.0,6.142667503568732,0.7815000000000005,129.79999999999998,395.4809999999997,7,3,6,True
120,CHEMBL433732,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,420.0,5.376750709602099,0.48680000000000123,126.64,429.5639999999997,8,2,6,True
121,CHEMBL354576,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)Nc2cccc3ccccc23)C1,110.0,5.958607314841775,3.0797000000000008,87.46000000000001,380.4919999999996,5,3,3,True
122,CHEMBL168866,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,170.0,5.769551078621726,1.9818999999999993,101.73,435.4679999999997,7,2,5,True
123,CHEMBL172631,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,210.0,5.6777807052660805,2.4031000000000002,84.66,367.4459999999997,5,2,5,True
124,CHEMBL171430,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc3ccccc23)C1,1700.0,4.769551078621726,3.417200000000001,84.66,399.51599999999974,5,2,5,True
125,CHEMBL169204,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,13.0,6.886056647693163,0.48680000000000123,126.64,429.5639999999997,8,2,6,True
126,CHEMBL355203,COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,180.0,5.7447274948966935,2.7522,93.89,375.4689999999996,7,2,5,True
127,CHEMBL171342,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,83.0,6.080921907623926,-0.2692999999999979,152.66,430.5519999999997,8,3,6,True
128,CHEMBL354936,CN(C)S(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,110.0,5.958607314841775,0.33360000000000234,129.88000000000002,458.6059999999997,10,2,6,True
129,CHEMBL169812,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](NC(=O)c2cccc3ccccc23)C1,230.0,5.638272163982407,2.6880000000000006,75.43,365.4769999999996,5,2,3,True
130,CHEMBL172624,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,1200.0,4.920818753952375,2.4031000000000002,84.66,367.4459999999997,5,2,5,True
131,CHEMBL355716,COc1ccc(NC(=O)O[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,270.0,5.568636235841013,2.3621,93.89,361.4419999999996,7,2,5,True
132,CHEMBL353840,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)C1,47.0,6.327902142064283,2.5985000000000005,75.43,383.5169999999997,5,2,4,True
133,CHEMBL169179,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,46.0,6.337242168318426,-0.2692999999999979,152.66,430.5519999999997,8,3,6,True
134,CHEMBL172730,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccccc2-c2ccccc2)C1,3900.0,4.4089353929735005,4.020500000000002,84.66,407.51399999999967,6,2,4,True
135,CHEMBL168281,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(=O)(=O)C(F)(F)F)cc2)C1,220.0,5.657577319177793,1.3767999999999996,126.63999999999999,483.5339999999997,7,2,6,True
136,CHEMBL171609,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NC(=O)Nc2cccc3ccccc23)C1,440.0,5.356547323513812,3.0797000000000008,87.46000000000001,380.4919999999996,5,3,3,True
137,CHEMBL352632,CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,870.0,5.060480747381382,1.1413,55.56,240.3470000000002,5,1,3,True
